1,2.4,0.6667,126.22,3,2,1,2,1,1,1,18,3
2,1,0.6667,47.5,3,1,1,2,1,0.5,0,33,8
3,1.7,0.3333,73.75,2,0.5,1,3,1,0.5,0,34,6
4,2.4,1,114.44,3,2,1,1,0,1,1,17,4
3,2.4,1,110.83,3,2,0,2,1,0.5,1,33,4
5,1.7,1,83.57,2,2,0,2,1,0.5,0,34,6
5,2.2,1,95.26,2,2,0,2,1,0.5,1,33,4
3,1.7,0.6667,78.93,2,2,1,2,1,0.5,0,18,3
6,1.7,1,77,2,2,0.5,2,1,0.5,0,27,6
1,1.7,1,88.07,1,2,1,2,1,1,1,33,4
2,2.2,1,143.25,3,2,1,4,1,0.5,1,47,6
3,2.4,0.6667,132.02,1,2,0.5,2,1,0.5,0,33,5
1,2.2,0.3333,93.77,1,2,1,2,1,0.5,0,24,4
1,1.5,0.6667,94.84,2,2,0,2,1,0.5,0,45,4
1,1.7,1,88.15,1,2,0,2,1,0.5,0,33,4
3,2.2,0.6667,106.45,2,2,0,2,1,1,0,33,4
3,1.5,1,59.74,2,2,1,2,1,1,0,26,4
2,1.7,0.6667,84.07,2,2,0.5,1,0.5,0.5,1,6,2
3,1.7,1,62.32,2,2,1,2,1,1,0,18,4
1,2.2,0.6667,90.99,3,2,1,2,1,1,1,34,4
2,2.4,1,128.73,2,2,0,1,0.5,0.5,1,6,2
7,1.5,0.6667,68,0,2,0.5,1,0,1,1,7,2
14,1.7,0.3333,78,2,2,0,3,1,0.5,1,49,8
5,2.4,0.6667,116,2,2,1,2,1,0.5,0,30,4
3,1.5,1,73.17,2,2,1,2,1,1,0,33,5
1,2.9,0.6667,152.98,1,2,0,2,1,0.5,1,32,4
4,2,1,92.29,3,2,1,2,1,1,1,26,4
6,2.2,0.6667,86.38,2,2,1,2,1,0.5,0,24,4
2,1.5,0.3333,84.4,1,2,1,2,1,0.5,0,34,4
1,2.4,0.6667,116.44,3,2,0.5,1,1,0.5,1,11,2
2,2,0.3333,84,2,2,0,1,0,0.5,0,34,4
2,2.2,0.6667,95.88,2,2,1,2,1,1,1,32,4
1,2.2,0.3333,87.04,3,2,1,2,1,1,1,24,4
1,2.4,0.6667,115.42,3,2,1,2,1,1,1,18,4
1,2.4,1,120.44,2,2,1,2,1,1,0,24,4
8,2.4,0.6667,123.33,3,2,0.5,1,1,0.5,1,11,2
6,1.7,0.3333,83.64,2,2,1,2,1,0.5,1,30,4
2,1.7,1,77.55,2,2,0,1,0,1,1,32,5
1,1.7,0.6667,89.76,1,2,0.5,2,1,1,1,32,4
3,2.2,0.6667,94.61,2,2,1,2,1,0.5,0,25,4
8,1.5,0.3333,77,2,2,0,3,1,0.5,0,33,6
3,2.2,1,84,2,2,1,3,1,1,0,34,9
3,1.5,0.6667,66.93,1,0.2,1,1,1,0.5,1,11,5
2,1.5,1,99.4,3,2,0.5,1,1,0.5,0,11,2
3,2,0.3333,89.8,2,2,0,2,1,0.5,0,27,4
1,2.2,0.6667,90.96,2,2,1,2,1,0.5,1,30,4
9,3.4,1,297.44,2,2,0.5,1,0.5,0.5,1,6,2
7,1,0.6667,52,2,2,1,2,1,0.5,1,18,4
8,1.5,0.6667,57.22,2,2,0.5,1,0.5,1,1,6,2
4,1.7,0.6667,82.74,3,2,1,2,1,0.5,1,17,3
3,2.4,1,105.08,2,2,1,3,1,1,0,27,6
1,1.7,0.6667,85.05,1,2,0,2,1,1,1,33,4
4,2.2,1,96.89,2,2,0.5,3,1,1,1,32,6
14,2.2,1,99.36,2,2,1,3,1,0.5,1,46,4
2,1.5,0.3333,86.66,3,2,1,2,1,0.5,1,18,8
9,1.7,1,93,1,2,1,2,1,1,1,18,4
2,2.2,1,104.85,2,2,1,1,1,0.5,1,11,2
14,1.7,1,88.8,3,1,1,4,1,0.5,0,33,8
3,2.4,1,98.65,2,2,0,1,0.5,0.5,1,7,2
1,1.7,0.6667,68.49,2,2,1,2,1,1,0,33,6
1,1.7,0.6667,87.16,2,2,1,2,1,0.5,0,33,4
6,1,0.3333,60.89,2,2,0.5,1,0,1,1,25,8
1,2.9,0.3333,127.37,2,2,0,2,1,0.5,0,26,4
2,2.2,1,96,2,2,0,2,1,1,0,33,4
3,1.5,0.3333,55.01,2,0.5,1,2,1,0.5,1,25,6
2,1,0.6667,57.26,2,2,1,2,1,0.5,0,33,5
7,2.4,0.6667,111.2,2,2,0,2,1,0.5,0,33,5
1,2.2,0.3333,91,2,2,0,2,1,1,0,34,4
1,2.2,0.6667,128.71,2,2,0,2,1,1,1,18,4
4,1,0.6667,51.71,2,0.5,1,2,1,1,1,27,5
9,2,0.3333,91.72,2,2,0.5,1,0.5,0.5,1,6,4
14,2.4,0.3333,133.41,3,2,1,1,0.5,1,1,7,2
14,2.2,1,107.19,2,2,0,4,1,0.5,1,51,6
7,1.7,0.6667,72.83,2,2,0,2,1,0.5,1,45,6
2,2.2,0.3333,96,2,2,0,2,1,1,0,29,4
7,1.5,0.3333,77.52,2,2,0.5,2,1,0.5,1,32,6
1,1,1,46.98,2,1,1,4,1,1,0,27,5
1,2.4,0.3333,121.96,2,2,0.5,1,1,1,0,12,3
7,2.4,1,140.15,3,2,1,1,1,0.5,0,11,2
1,1.5,1,72.67,3,2,1,2,1,0.5,0,34,6
1,2.9,1,146.83,3,2,1,1,1,1,0,9,4
7,2.2,1,108,2,2,0,2,1,0.5,1,28,4
7,1.5,1,71.29,2,2,0.5,1,0.5,0.5,1,7,3
3,2.4,0.3333,108.49,2,2,0,2,1,0.5,0,33,4
4,1.7,0.3333,90.35,2,2,1,2,1,0.5,0,32,5
7,1.5,0.6667,78.99,2,2,0,2,1,1,1,11,4
3,1.7,0.3333,80.93,2,2,0.5,2,1,0.5,1,18,4
1,2.4,1,131,3,2,0,2,1,0.5,1,18,4
8,1.5,1,63.08,3,0.5,0.5,1,0,1,1,9,9
14,1.7,0.6667,62.58,2,2,1,1,0.5,0.5,1,7,2
9,2.2,0.6667,81,2,2,0.5,1,0.5,1,1,7,4
5,2.4,1,96.37,2,2,1,1,0.5,0.5,0,7,3
5,2.4,0.6667,115,2,2,0.5,2,1,0.5,1,32,4
3,2.2,0.6667,117.84,1,2,1,2,1,1,0,33,4
14,2.2,0.6667,82.47,2,2,1,1,0.5,1,1,7,2
3,1.7,0.6667,88.7,3,2,1,2,1,0.5,0,33,4
3,2.2,1,93.08,2,2,1,1,0,1,0,28,4
1,1.7,0.3333,77.44,1,2,1,2,1,1,1,18,4
9,1.5,0.6667,94.47,2,2,1,2,1,1,1,27,4
7,1.5,1,75,2,2,1,2,1,0.5,0,18,4
4,1.7,1,71.61,2,0.2,0.5,2,1,1,0,11,6
4,1.5,0.6667,78.29,2,2,0.5,1,0,1,1,6,2
3,2.2,0.3333,88.41,2,2,0.5,2,1,1,1,25,4
3,1.7,1,60.26,3,2,1,2,1,0.5,1,18,4
1,1.7,1,78.08,3,2,1,2,1,0.5,0,34,6
3,2.4,0.3333,125,2,2,0.5,1,1,1,1,5,1
2,1.7,0.3333,96.61,1,2,1,2,1,0.5,1,32,3
3,1.7,0.6667,79.74,2,2,1,1,0,0.5,1,11,3
1,1.7,0.3333,91,3,2,0,4,1,1,1,31,8
3,1.7,0.6667,85.05,2,2,0,2,1,0.5,1,27,4
1,2.2,0.6667,90.99,3,2,0,2,1,0.5,1,34,4
4,1.5,0.3333,73.35,2,2,1,1,0.5,1,1,8,4
10,2.4,0.6667,109,2,2,1,2,1,1,0,34,4
6,1.7,1,83.85,3,2,0,1,0,1,1,17,4
1,1.7,1,78.57,2,2,0,2,1,0.5,0,31,5
2,1.5,0.3333,76.83,1,2,1,3,1,0.5,0,31,5
6,2.2,1,118.39,2,2,0,2,1,1,0,25,4
1,2.2,0.3333,119.32,1,2,0.5,2,1,0.5,1,29,6
3,1.7,0.3333,55.93,3,2,1,3,1,0.5,0,33,8
2,1.7,1,91.51,2,2,0.5,2,1,0.5,1,18,3
14,1.5,1,88.17,2,2,0.5,3,1,1,0,45,5
3,1.5,1,85,2,2,1,2,1,1,1,34,4
14,1,0.3333,59.55,2,1,1,4,1,0.5,1,33,6
6,2.2,0.3333,107.11,2,2,1,1,0,1,1,6,2
14,2.2,1,92.95,2,2,0,2,1,0.5,1,18,3
2,0.8,0.6667,35.88,3,1,1,2,1,0.5,1,18,6
4,1.7,0.3333,90.95,2,2,1,2,1,1,0,34,4
3,1.7,1,74,2,2,1,2,1,1,0,34,5
1,2.2,0.3333,86.1,2,2,1,2,1,0.5,0,24,4
7,2,0.3333,112,2,2,0,2,1,1,0,34,4
10,1.7,0.3333,73,2,2,1,2,1,0.5,0,33,4
14,1.5,1,79,3,1,1,3,1,0.5,0,48,8
1,1.7,0.3333,79.86,2,2,1,5,1,1,0,57,10
1,2.4,0.3333,128.28,2,2,1,1,0.5,0.5,1,6,2
3,2.2,0.3333,110.89,2,2,1,2,1,1,0,34,4
5,2.4,1,117.1,3,2,0.5,2,1,1,0,31,4
3,1.7,0.3333,83.1,2,2,1,2,1,0.5,1,18,4
3,1.5,0.6667,91.37,2,2,1,2,1,1,0,28,4
1,2.4,0.3333,141.26,2,2,1,2,1,0.5,0,28,4
9,1.5,1,79.34,2,2,0.5,1,1,0.5,1,11,4
14,2.2,0.6667,97,2,2,1,1,0,1,0,32,4
14,2.2,0.6667,96.8,2,2,0,3,1,0.5,1,49,8
4,2,0.6667,102.8,1,2,0.5,1,0.5,1,1,7,2
5,1.7,1,81.79,2,2,0.5,2,1,1,1,18,4
5,2.4,0.6667,117.4,2,2,0,2,1,1,0,27,4
7,1.7,1,87.12,1,2,0,1,0.5,1,0,32,4
9,2.2,0.6667,83.14,2,2,1,1,1,1,0,11,4
8,1.7,0.6667,78.33,1,2,0.5,2,1,1,0,32,5
1,2.4,1,129.05,3,2,0,1,1,0.5,1,11,3
14,1.5,0.3333,99.43,2,0.5,1,3,1,0.5,0,32,6
1,2.4,0.6667,134.94,3,2,0.5,2,1,1,1,32,4
6,2.2,1,91.45,2,2,0,1,0,1,0,32,4
1,2.2,0.3333,94.5,3,0.2,0.5,3,1,1,1,18,7
2,1,0.6667,48,3,1,1,3,1,1,1,30,12
3,2.2,1,103.1,2,2,0,2,1,0.5,0,33,4
3,1.7,1,72.13,2,2,1,3,1,0.5,0,32,12
3,1.7,0.6667,80,3,2,1,2,1,0.5,0,32,4
2,2.2,0.3333,88.65,3,2,0,3,1,0.5,1,29,5
14,2.4,1,125.79,3,2,0,3,1,0.5,1,57,5
7,2.4,0.6667,151.08,2,2,1,2,1,1,0,11,3
4,1.7,1,56.57,2,1,1,1,0,0.5,1,8,3
3,1.7,1,69.83,2,0.5,1,1,1,0.5,0,11,3
4,1.7,0.3333,81,2,2,1,2,1,1,1,18,6
11,1.5,1,87,2,2,0,1,0,0.5,0,33,4
1,2.4,1,118,1,2,1,2,1,1,0,29,6
1,2.4,0.3333,121.4,1,2,0.5,2,1,1,1,33,4
9,2.2,0.3333,95.73,1,2,1,3,1,1,1,18,6
7,1.5,1,54.82,2,0.2,0.5,1,0.5,0.5,1,6,4
4,2.4,0.3333,143.87,3,2,0.5,1,0,0.5,1,26,4
3,1.7,1,81,2,2,1,2,1,0.5,0,32,4
3,1.7,1,90.49,1,2,0.5,2,1,0.5,0,33,4
1,2.4,0.3333,108.2,2,2,1,1,0.5,1,1,6,2
1,1.7,0.3333,74,2,2,1,2,1,1,0,33,6
4,1.7,1,90.51,3,2,1,2,1,0.5,1,34,6
1,1.7,1,87.86,2,2,1,1,1,0.5,0,13,3
11,1.5,0.3333,84.81,1,2,0,2,1,0.5,1,34,7
2,1.5,0.6667,103.75,2,2,0.5,1,0,1,0,8,2
2,1,1,48.98,2,2,0.5,3,1,0.5,0,18,4
3,2.2,1,95,3,2,0.5,1,0,0.5,1,25,4
2,1.7,0.6667,96,2,2,1,1,0.5,0.5,1,6,2
3,1.7,0.6667,75,2,2,1,2,1,0.5,0,18,4
3,1.7,0.6667,84.18,2,2,1,2,1,0.5,1,24,6
3,2.4,0.6667,129.45,2,2,1,1,0.5,0.5,1,7,2
3,2.2,0.6667,96.38,2,2,1,1,0.5,0.5,0,6,2
2,1,0.3333,53.88,3,2,1,1,0.5,0.5,1,8,3
1,1.7,1,100.59,2,2,0,1,0,0.5,0,40,8
7,1.7,0.3333,72.15,1,2,1,1,0,0.5,0,28,6
6,2.2,0.6667,85.82,2,2,0,1,0,0.5,0,25,4
1,2.4,1,119.8,3,2,1,1,0,0.5,1,24,5
2,1.5,0.6667,82.06,2,2,1,2,1,0.5,0,32,4
2,1.5,1,89.28,1,2,1,2,1,1,0,34,4
6,2.4,1,135.26,2,2,0.5,1,0,0.5,0,6,2
5,1.7,0.6667,80.66,3,2,1,2,1,0.5,0,33,4
1,1.5,0.3333,101.7,3,2,0,2,1,0.5,0,28,8
6,2.2,1,91.47,2,2,0,2,1,0.5,0,27,4
1,2.4,1,138.79,2,2,1,2,1,0.5,0,32,3
14,2.4,0.6667,152.82,2,2,0.5,2,1,0.5,1,17,2
7,2.4,0.6667,120.94,1,2,0,1,0,1,0,45,6
2,2.2,0.6667,91.7,3,2,1,2,1,0.5,1,11,4
14,1.7,0.3333,72.61,2,2,1,3,1,0.5,0,46,6
14,1.5,0.3333,83.43,2,2,0,3,1,0.5,0,42,5
7,2.2,1,89.86,2,2,0.5,2,1,1,0,34,4
2,1.7,0.3333,79.55,3,2,0.5,2,1,1,1,32,4
3,1.7,0.3333,76.82,3,2,0,2,1,0.5,0,29,4
5,1.7,1,91,2,2,0,2,1,0.5,0,18,4
14,2.4,1,117.11,2,2,1,4,1,0.5,0,48,8
3,2.2,0.6667,95,2,2,0.5,1,0,1,1,32,4
6,2.4,1,137.35,2,2,0,1,0,0.5,0,18,2
1,2.2,1,90.8,2,2,0,1,0,1,0,49,4
7,2.2,0.6667,94,2,2,0,2,1,1,1,38,6
1,1.7,1,82,2,2,1,1,0,1,0,34,4
6,1.7,0.3333,74.38,2,2,1,2,1,1,1,25,4
6,2.9,0.6667,140.56,2,2,0,2,1,0.5,0,18,2
9,2.2,0.3333,84.67,2,2,1,1,0,0.5,1,31,4
10,1,0.6667,46,3,1,0,6,1,0.5,0,33,8
10,1.7,1,67.55,2,2,1,2,1,1,1,18,4
14,1.7,0.6667,69.53,2,2,0.5,1,0,1,1,6,5
1,1.5,0.6667,87.72,1,2,1,2,1,1,0,32,4
7,1.5,1,78.53,2,2,1,1,0.5,0.5,0,7,2
1,2.2,0.6667,102.03,3,2,1,1,0.5,1,1,7,2
6,2.9,0.6667,138.82,2,2,1,1,0,0.5,1,5,2
1,1.7,1,83.76,1,2,1,2,1,1,0,49,4
14,2.2,0.6667,82.54,2,2,1,1,0.5,0.5,1,7,2
9,2.2,1,91.64,2,2,1,2,1,0.5,0,32,4
1,2.4,0.6667,143.92,2,2,1,1,1,1,0,11,2
8,1,0.3333,58.79,3,0.5,1,1,0.5,0.5,1,12,9
14,2.4,0.6667,128.62,2,2,0,2,1,0.5,1,32,4
3,1.7,0.6667,83.16,2,2,1,2,1,0.5,0,32,4
7,2.2,1,92.93,2,2,1,2,1,1,0,34,4
7,2.4,0.6667,130.06,2,2,1,1,1,0.5,1,11,2
1,1.7,0.6667,89.31,2,2,1,2,1,0.5,0,26,4
7,2.4,0.6667,129.8,2,2,1,1,1,1,0,12,2
3,2.4,0.3333,108.06,2,2,1,2,1,0.5,0,34,4
14,1.5,0.3333,44.31,2,2,1,2,1,1,0,20,10
1,2.4,0.3333,150.67,2,2,0.5,1,0.5,1,1,7,2
1,2.4,0.3333,175,2,2,1,2,1,0.5,0,46,2
1,2.2,1,90.2,1,2,1,2,1,1,1,29,6
2,1.7,0.6667,83.83,2,2,0,2,1,1,0,32,4
7,2.2,0.6667,94.34,3,2,1,1,1,1,0,12,4
8,1.7,0.3333,96.91,2,2,1,3,1,1,0,53,4
5,2.4,1,135.28,2,2,1,1,1,0.5,1,11,2
2,1.5,0.3333,75.15,3,2,0,1,0,1,0,32,6
4,1,0.6667,50.69,3,0.2,1,2,1,0.5,1,27,7
4,2,0.3333,93.03,1,2,0,2,1,0.5,0,33,4
5,1.7,0.3333,83.91,2,2,1,2,1,1,0,30,5
14,1.7,1,96.5,2,2,0.5,1,0.5,1,1,6,2
4,1.5,0.6667,54.93,3,2,0.5,3,1,0.5,1,9,6
9,2,0.3333,76.26,2,2,0.5,1,0.5,0.5,1,6,2
7,2,1,91.31,2,2,1,2,1,1,1,18,3
6,1.2,0.6667,59.76,2,2,1,2,1,0.5,1,25,8
2,1.7,0.6667,88.7,2,2,0,2,1,1,0,34,4
6,2.4,0.3333,128.94,2,2,1,1,0.5,0.5,1,6,2
1,1.5,0.6667,88.8,2,2,1,2,1,1,1,14,4
5,1.7,1,86.97,2,2,0,1,0,0.5,0,30,4
12,2.2,0.3333,90.18,2,2,1,2,1,0.5,0,33,4
7,1.5,0.6667,66.97,2,2,1,2,1,1,1,11,4
10,1.5,0.3333,81,2,2,0,2,1,0.5,0,32,5
4,1.7,1,93.09,2,2,1,2,1,1,0,34,6
7,2.7,0.3333,131,1,2,1,2,1,1,0,34,4
4,2,0.6667,86,2,2,0.5,1,0.5,1,1,8,4
10,1.5,1,79.78,2,2,1,2,1,1,1,34,4
2,1,1,43.01,3,0.2,1,2,1,0.5,1,19,6
4,2.4,0.6667,130.94,3,2,0,2,1,1,1,32,4
14,1,1,56.5,2,2,1,4,1,1,0,45,9
4,1,0.3333,38.29,2,2,1,1,0,0.5,1,18,5
2,0.8,1,38,3,1,0.5,2,1,0.5,1,19,6
4,2,1,91.49,2,2,0,2,1,1,1,40,4
2,2.2,0.6667,89,1,2,1,2,1,1,1,33,6
8,1,1,52.09,2,2,1,2,1,0.5,1,33,6
1,2,1,91.98,2,2,0.5,2,1,1,1,15,4
1,0.8,0.6667,34.75,2,0.2,0.5,4,1,1,1,22,8
7,1.7,1,82.05,2,2,1,2,1,1,0,29,3
10,0.9,0.3333,39.94,1,2,1,1,1,0.5,0,11,7
3,1.5,0.3333,65.06,2,2,0.5,1,0,1,1,7,2
2,1.5,1,82.04,2,2,1,2,1,0.5,1,32,4
2,2.2,0.6667,105.42,1,2,1,3,1,0.5,1,32,6
1,2.4,1,139,3,2,1,1,1,0.5,1,12,4
14,1.7,0.6667,71.91,2,2,1,3,1,0.5,0,35,5
2,2.4,0.6667,124.68,2,2,1,2,1,0.5,1,18,4
1,2.2,1,90.8,2,2,0,2,1,1,0,49,4
1,1.7,1,80,2,2,1,2,1,1,1,20,6
1,1.7,0.3333,87.27,2,2,0.5,2,1,0.5,0,39,5
1,1,0.6667,39.29,3,2,1,4,1,1,0,46,8
10,2.4,0.3333,100.22,1,2,1,1,0.5,1,0,7,2
1,1.5,0.3333,85.18,2,2,0.5,2,1,0.5,0,19,4
9,1.7,0.6667,77,2,2,0.5,2,1,0.5,0,27,4
9,1.5,0.3333,71.35,2,2,1,2,1,1,0,29,4
10,2.4,0.6667,125.46,2,2,1,1,0,0.5,0,5,2
9,1.7,0.6667,81.63,1,2,1,1,0,1,1,5,2
1,2.2,0.6667,100.01,2,2,0,2,1,0.5,0,34,4
4,1.7,0.3333,89.47,2,2,0.5,2,1,1,1,34,4
5,1.7,1,90.97,2,2,1,1,1,0.5,0,11,5
7,1.5,0.6667,63.42,3,0.2,1,3,1,0.5,0,18,8
14,1.5,1,70.56,2,2,0.5,1,0.5,1,0,6,2
10,2.2,0.6667,90,2,2,0,2,1,1,0,32,4
6,2.2,0.3333,88.16,2,2,1,2,1,1,1,18,4
6,2.4,0.6667,100.36,2,2,0,2,1,1,1,27,4
2,2.4,1,118,1,2,0,3,1,1,0,46,4
14,1.2,1,58.44,2,2,0.5,1,0.5,0.5,1,7,4
1,2.2,0.3333,99.3,2,2,1,1,1,1,0,11,4
2,1,0.6667,42.74,2,2,1,1,0.5,1,1,8,7
1,2.9,1,164.28,2,2,1,1,1,0.5,1,13,4
8,0.8,1,38.58,3,2,0.5,3,1,0.5,1,26,6
14,1.7,1,92.52,2,2,1,2,1,0.5,1,32,4
4,2.4,0.6667,141.51,1,2,1,3,1,0.5,0,48,3
7,1.7,1,104.15,1,2,1,2,1,1,1,31,4
4,1.7,0.6667,90.98,2,1,0.5,1,0,0.5,1,11,2
2,1,0.3333,46.72,3,2,1,3,1,1,1,30,12
3,2.2,1,115.22,2,2,1,1,0.5,1,0,6,2
2,1.5,0.6667,70.64,3,2,1,1,0.5,1,0,7,2
8,2.4,0.3333,115.36,2,2,1,2,1,0.5,1,28,3
2,2.4,0.3333,136.04,1,2,0.5,2,1,0.5,0,32,4
7,2.4,0.6667,110.15,2,2,0,2,1,1,0,34,4
1,2,0.6667,88.52,3,2,0.5,1,1,0.5,1,11,5
1,1.7,1,94.83,2,2,1,2,1,0.5,1,32,4
7,2.4,0.6667,140.45,3,2,1,2,1,0.5,1,32,3
3,0.8,0.6667,45.13,3,2,0.5,1,1,0.5,0,22,7
4,2.4,0.6667,134.26,2,2,1,2,1,0.5,0,32,3
3,2.2,1,69.52,2,2,1,1,0.5,0.5,0,6,2
1,1.5,1,89.43,2,2,0.5,2,1,0.5,1,33,4
4,1.5,1,73.24,2,2,0.5,1,0.5,0.5,1,9,4
7,2.2,0.6667,98.8,3,2,0.5,2,1,0.5,1,18,4
2,2.2,0.6667,95.23,0,2,1,2,1,0.5,1,12,8
4,1,0.6667,53.12,2,2,0.5,1,0.5,0.5,1,6,3
2,2.2,0.6667,115.81,2,2,0.5,1,0,0.5,1,9,5
1,2.9,0.6667,144.38,3,2,1,2,1,0.5,1,16,6
4,1.7,0.3333,70.33,3,2,1,2,1,1,1,32,4
3,1,0.6667,49.21,3,2,0.5,3,1,0.5,0,32,4
2,1,1,56.46,3,2,0.5,2,1,0.5,0,18,8
9,2.4,0.3333,131.05,2,2,0.5,1,0.5,1,1,7,2
2,1.5,0.6667,72.5,3,2,0.5,1,0.5,1,1,8,4
14,1.5,0.6667,100.02,2,2,0.5,2,1,1,1,32,4
14,1.7,1,89,3,2,1,4,1,0.5,0,57,6
4,2.2,0.6667,91.44,2,2,0.5,2,1,1,0,34,4
8,2,0.3333,111.57,2,2,0.5,3,1,1,1,30,8
1,2.2,0.6667,98.08,2,2,1,2,1,0.5,1,18,4
7,1.5,1,79.37,3,2,1,1,1,1,1,11,3
6,1.7,1,85.54,2,2,0,1,0,1,0,30,4
4,1.5,0.3333,102.07,3,2,1,2,1,1,0,27,7
7,1.7,0.6667,78.03,3,2,0.5,1,1,0.5,1,11,5
1,2.4,0.3333,126.65,2,2,1,2,1,0.5,0,18,3
7,1.5,1,89.3,2,2,1,2,1,0.5,0,32,5
4,1.5,1,69.48,2,0.2,1,3,1,0.5,1,29,8
1,2.4,0.3333,106,2,2,0.5,2,1,0.5,1,30,4
2,1,1,57.35,2,2,1,3,1,0.5,0,28,3
4,2.4,0.3333,143,3,2,1,1,0,1,1,17,3
14,1.7,1,89.6,3,2,0.5,4,1,1,0,57,6
14,2,0.3333,87.01,2,2,1,2,1,0.5,1,45,5
11,2.2,1,108.18,2,2,0,2,1,1,1,17,4
1,1.7,0.6667,87.77,2,2,0.5,2,1,1,0,26,4
8,2.2,0.6667,107.94,2,2,0,2,1,0.5,0,32,6
7,2.2,1,88.47,1,2,1,3,1,1,1,34,6
4,2.4,0.6667,124,1,2,0,1,1,1,1,47,3
1,2.4,1,118.59,1,2,1,2,1,0.5,0,33,4
6,1.2,0.3333,58.06,1,2,1,2,1,1,0,28,6
2,2.2,0.3333,85.03,2,2,0,1,0,1,0,34,4
1,1.7,0.6667,78.44,1,2,1,1,0,0.5,0,34,6
14,2.4,0.6667,138,2,1,1,3,1,0.5,0,30,7
10,2.2,0.6667,103,3,2,0.5,1,0.5,1,1,7,2
2,1.7,0.6667,82.6,2,2,1,2,1,1,0,18,4
3,1.7,0.6667,82.64,2,2,1,2,1,1,0,18,4
9,1.7,0.3333,72,2,2,1,2,1,1,1,29,4
3,2.2,0.3333,112.4,2,2,0,2,1,0.5,0,30,4
2,2.2,1,97.64,2,2,0.5,2,1,0.5,0,32,4
